nose_x,left_eye_x,right_eye_x,left_ear_x,right_ear_x,left_shoulder_x,right_shoulder_x,left_elbow_x,right_elbow_x,left_wrist_x,right_wrist_x,left_hip_x,right_hip_x,left_knee_x,right_knee_x,left_ankle_x,right_ankle_x,nose_y,left_eye_y,right_eye_y,left_ear_y,right_ear_y,left_shoulder_y,right_shoulder_y,left_elbow_y,right_elbow_y,left_wrist_y,right_wrist_y,left_hip_y,right_hip_y,left_knee_y,right_knee_y,left_ankle_y,right_ankle_y
,,,535.5185775756836,551.9481201171875,525.6608505249023,554.935302734375,525.6608505249023,554.935302734375,517.2967224121094,559.4160919189453,520.582633972168,545.0775833129883,507.7377166748047,581.8200225830078,479.3594207763672,594.3662109375,,,,771.1833343505859,769.6900253295898,792.0897216796875,798.3616409301758,820.4626846313477,835.9931335449219,845.8490142822266,844.9530181884766,849.4329681396484,851.5236053466797,875.4166259765625,871.2353363037109,905.2828826904297,919.0213775634766
536.2812881469727,537.5005035400391,,539.9389343261719,557.3128051757812,531.404411315918,559.7512512207031,531.7092132568359,562.7993011474609,521.9554672241211,569.8097991943359,525.9179153442383,548.4734725952148,507.32484436035156,587.1836547851562,480.806827545166,593.8893737792969,774.889892578125,768.784309387207,,770.9212646484375,771.8370971679688,792.2908096313477,799.0069580078125,820.3765106201172,835.0299072265625,847.8516387939453,846.6305236816406,849.07275390625,850.9044342041016,877.7690124511719,868.9159240722656,905.244140625,921.4239501953125
559.3928527832031,559.6925659179688,551.8999633789062,546.2053604125977,562.3899993896484,538.113037109375,559.6925659179688,,564.4880218505859,559.3928527832031,569.2834625244141,527.023551940918,547.1044998168945,510.53919219970703,591.4624328613281,482.6656303405762,591.1627197265625,767.7313690185547,764.7348175048828,765.3341293334961,767.7313690185547,768.330680847168,790.8048400878906,794.7003707885742,,836.9517974853516,816.5752182006836,848.3387145996094,849.8369750976562,850.4362945556641,879.5028839111328,866.3180236816406,903.1756744384766,918.7577514648438
576.661865234375,571.3173217773438,568.6450347900391,551.1267776489258,568.6450347900391,548.1575698852539,567.1604461669922,,572.8019104003906,,600.1185150146484,532.7177505493164,554.6898040771484,515.1994934082031,595.3678131103516,,590.9140167236328,802.1355590820312,817.8897323608398,816.4034957885742,768.2492065429688,770.0326995849609,789.3538665771484,798.2713241577148,,837.8053894042969,,837.8053894042969,847.6145935058594,849.9925842285156,880.6091918945312,866.6385192871094,,919.2515258789062
580.5138244628906,,,561.4009857177734,576.6315307617188,555.1295852661133,561.4009857177734,,582.9029235839844,,590.0702362060547,539.6004104614258,556.6227798461914,521.9807739257812,599.3280181884766,490.0265121459961,591.5634307861328,803.7184295654297,,,769.042724609375,769.3416595458984,789.9677200317383,791.1634368896484,,859.6180572509766,,842.5791320800781,847.3619842529297,850.3512725830078,876.0591278076172,863.2052001953125,903.2616119384766,916.4144744873047
580.8969421386719,,573.1620788574219,561.8572692871094,576.7320098876953,555.3123626708984,560.3697814941406,,,,,540.1401138305664,546.0900268554688,522.8854064941406,600.2341156005859,490.7559394836426,592.2017669677734,804.0486755371094,,810.8937530517578,769.8232803344727,770.1208953857422,789.4656753540039,791.2513427734375,,,,,846.3095855712891,848.9880828857422,874.8803405761719,863.8687133789062,902.2606353759766,917.1412658691406
577.0561828613281,581.7704467773438,579.4133148193359,567.6276397705078,582.0650787353516,562.6187438964844,576.4669036865234,,582.0650787353516,,,547.0027313232422,550.8330764770508,527.8510284423828,605.0471343994141,,591.7882690429688,829.4558715820312,817.95849609375,815.8948669433594,768.1365585327148,768.1365585327148,787.2988433837891,789.6572723388672,,826.5078277587891,,,844.7856903076172,847.7337341308594,876.6245727539062,866.6012268066406,,918.1919708251953
590.9835815429688,588.4872283935547,591.607666015625,574.7572784423828,589.111328125,569.7645874023438,582.246337890625,586.6149597167969,589.111328125,,613.4507598876953,552.2901077270508,560.4032592773438,531.3831558227539,610.0182800292969,,593.1678924560547,765.8922348022461,764.6438293457031,765.2680358886719,765.8922348022461,765.8922348022461,786.8031158447266,788.0515213012695,821.7586059570312,820.5101928710938,,831.7458801269531,845.4783935546875,844.5420989990234,878.5612640380859,868.8860931396484,,919.1346130371094
,,,582.3633117675781,597.8085784912109,576.5713348388672,587.1899566650391,,596.5214691162109,,589.1206207275391,557.9082946777344,565.9527053833008,536.9928436279297,614.5409393310547,492.58769607543945,593.3037109375,,,,767.2827377319336,766.6381378173828,785.0092468261719,788.554557800293,,802.0911560058594,,819.8176803588867,843.6679077148438,843.0233001708984,877.8317108154297,871.0634002685547,902.9711456298828,916.5077667236328
594.4612121582031,597.1233520507812,596.4578094482422,589.8024597167969,604.4442596435547,584.8109283447266,594.4612121582031,,584.8109283447266,,594.4612121582031,582.4815216064453,571.5001754760742,,618.7533111572266,505.6120071411133,594.1284332275391,825.1301116943359,816.1640777587891,813.1753997802734,765.6886520385742,765.356575012207,782.9565582275391,787.2735366821289,,806.5338973999023,,816.4961471557617,844.7225341796875,840.7376403808594,,870.9564819335938,897.8545684814453,915.1224822998047
602.0871124267578,604.1329956054688,603.7920074462891,595.9494323730469,611.2936248779297,591.1756896972656,599.3592529296875,,,602.0871124267578,604.1329956054688,587.7658843994141,578.9003524780273,,623.2279815673828,,593.9035491943359,820.0896759033203,813.9479217529297,810.8770446777344,763.7901992797852,763.7901992797852,781.8742752075195,785.286376953125,,,813.6067199707031,810.5358428955078,842.6094818115234,838.1737670898438,,872.9770812988281,,916.3106384277344
606.1596984863281,,606.1596984863281,596.8310852050781,611.1571655273438,591.8336334228516,602.1617279052734,,589.1683197021484,603.494384765625,609.1581726074219,589.8346405029297,579.8397064208984,550.8543853759766,622.8179321289062,512.540470123291,594.165771484375,815.2690505981445,,808.2649688720703,763.2387008666992,763.9057540893555,780.9156875610352,784.2509613037109,,805.5967407226562,812.600830078125,809.2655487060547,843.9524383544922,837.9489440917969,872.3023223876953,872.3023223876953,894.3151397705078,915.9944610595703
619.4067535400391,618.7424468994141,620.0710601806641,602.4669494628906,619.0746154785156,597.4846496582031,609.1100158691406,,595.4917297363281,610.1064758300781,614.0923156738281,576.8911514282227,585.8592834472656,558.6227188110352,627.0462951660156,521.0894165039062,594.8274383544922,762.4232940673828,759.1027145385742,759.1027145385742,761.7591857910156,762.0912399291992,780.6865005493164,781.6826858520508,,803.5985336303711,810.9038162231445,807.2511749267578,837.1364135742188,836.4722900390625,871.6704711914062,874.6590118408203,891.5939636230469,914.5059814453125
626.3559417724609,627.6710052490234,621.4244384765625,609.2600555419922,626.0271759033203,,611.2326507568359,,623.3970336914062,,654.3011322021484,581.6436309814453,592.4929351806641,564.5477600097656,630.9586791992188,,526.4107894897461,800.7170639038086,798.0882415771484,798.7454376220703,760.2988815307617,759.9702835083008,,779.0292510986328,,799.4026489257812,,813.203971862793,837.8491973876953,834.8917846679688,872.3525238037109,874.9813385009766,,891.7401123046875
631.4530792236328,632.1233520507812,,616.0367584228516,632.7936248779297,,620.3935546875,650.555908203125,608.6637420654297,623.4097900390625,628.77197265625,587.5501022338867,598.2744903564453,572.8040542602539,633.4639129638672,,597.9393615722656,760.7140884399414,752.3362274169922,,752.3362274169922,759.0385131835938,,779.4804992675781,812.6568450927734,801.9331817626953,804.6140823364258,798.9171447753906,835.4446411132812,834.7743988037109,871.9721069335938,875.9934997558594,,910.5102844238281
,637.5664672851562,,624.3719177246094,639.2157897949219,,627.0108337402344,657.0284271240234,657.0284271240234,631.6289215087891,644.4936065673828,591.7154006958008,605.2398223876953,585.7778472900391,636.90673828125,551.4720153808594,597.3230819702148,,756.1661682128906,,755.8359146118164,756.1661682128906,,774.9904251098633,809.33642578125,809.33642578125,802.7314147949219,802.7314147949219,838.0681762695312,833.1144409179688,869.1116790771484,877.0376892089844,886.2846832275391,911.3836975097656
646.475341796875,645.8320617675781,646.475341796875,630.393310546875,645.5104217529297,624.2821350097656,632.3231506347656,,647.7619018554688,,648.0835418701172,599.8374404907227,613.989631652832,595.6561279296875,638.1126861572266,565.1002578735352,598.229248046875,757.4324493408203,751.954833984375,752.9214706420898,754.8547439575195,755.4991683959961,771.9320297241211,773.8653030395508,,794.1646957397461,,793.8424911499023,832.8302307128906,833.7968597412109,868.2736206054688,876.9733581542969,884.0620574951172,909.8390808105469
646.3087310791016,645.3312225341797,646.6345672607422,630.9943084716797,645.3312225341797,623.8258666992188,633.2751922607422,,647.6120910644531,645.0053863525391,657.0614166259766,599.7138061523438,613.3990249633789,595.1520538330078,639.1402893066406,564.8490676879883,598.7362823486328,757.3075408935547,753.0678939819336,753.3940200805664,754.3723983764648,755.3507843017578,771.657096862793,773.9399719238281,,793.8336715698242,796.7688140869141,797.0949478149414,833.2949523925781,833.9472045898438,867.8643493652344,876.9958648681641,885.1490325927734,909.2823638916016
651.2217254638672,649.6902770996094,651.8343048095703,635.9073638916016,649.99658203125,629.7816390991211,638.9702453613281,,671.4366455078125,631.3130722045898,690.4264373779297,605.5849838256836,617.2238922119141,605.8912734985352,640.1953887939453,574.9563064575195,598.8466720581055,755.0782318115234,753.2406768798828,752.3218994140625,753.5469360351562,754.4657135009766,770.6974411010742,773.4537658691406,,803.467155456543,815.7175140380859,799.1795272827148,836.2368774414062,833.7868041992188,867.1690368652344,877.5818481445312,884.3195495605469,910.3515777587891
659.3040771484375,658.3735198974609,658.9938812255859,642.8642501831055,657.1327819824219,635.7299957275391,649.0679626464844,628.9059143066406,,656.5124053955078,657.1327819824219,612.4660873413086,624.2531356811523,618.3596115112305,641.0031433105469,589.2021942138672,601.6096115112305,754.6740798950195,750.6463928222656,751.2660446166992,751.2660446166992,752.1955032348633,766.4473114013672,772.0241088867188,787.5151977539062,,792.7821731567383,791.8527069091797,832.1295623779297,829.9608154296875,865.2805023193359,878.6028442382812,884.4894561767578,906.796630859375
665.7599639892578,665.45458984375,665.45458984375,648.9641876220703,663.3169403076172,,,,,668.2029876708984,648.0480575561523,,629.7253875732422,629.7253875732422,642.2458801269531,598.8822402954102,598.8822402954102,755.0344467163086,750.7656173706055,751.0705337524414,752.900032043457,753.5098648071289,,,,,789.1850891113281,807.1751708984375,,828.8242340087891,862.0601348876953,880.0502166748047,910.8467712402344,911.4565887451172
671.905517578125,671.905517578125,671.6067504882812,652.7848892211914,669.8141937255859,,,,,,679.6732635498047,,,,,,598.1118812561035,751.2483444213867,747.9607238769531,747.6618499755859,814.6098175048828,750.3517227172852,,,,,,788.6076965332031,,,,,,910.8475036621094
678.3374328613281,660.854621887207,660.854621887207,660.854621887207,676.7480926513672,,,,,684.69482421875,684.69482421875,,643.0539398193359,,645.5968933105469,,601.0951690673828,751.2810134887695,810.2373809814453,809.6000213623047,741.4018402099609,749.0502319335938,,,,,784.7427368164062,784.7427368164062,,824.8968048095703,,877.7981872558594,,907.75439453125
677.6748657226562,660.6477279663086,677.3535919189453,660.9690017700195,675.7472534179688,,,,,,,,646.1907424926758,,644.2631454467773,,601.8559646606445,751.8076934814453,809.9731292724609,748.9154891967773,741.8456611633301,749.8795547485352,,,,,,,,832.1466827392578,,878.7433166503906,,907.0226287841797
,,684.4082641601562,666.4137115478516,682.1589508056641,658.0591049194336,680.8736267089844,,701.1174926757812,664.1643981933594,,640.0645523071289,653.8817901611328,,644.5631866455078,,602.1474571228027,,,746.6726837158203,746.6726837158203,747.6353988647461,759.8297958374023,771.3823776245117,,798.6593322753906,812.7791595458984,,824.0108489990234,826.8989868164062,,877.6020202636719,,908.4089050292969
,,673.9142303466797,,691.070556640625,,,703.2359619140625,703.2359619140625,728.8144683837891,,,660.8130493164062,,647.0879821777344,,605.6008682250977,,,752.3944091796875,,745.8385848999023,,,795.4755020141602,795.7876815795898,795.4755020141602,,,822.947509765625,,876.6427612304688,,904.1147918701172
681.9440612792969,696.8885345458984,696.5705718994141,681.6260986328125,696.2526092529297,,,,,,,,,,648.2395172119141,,610.4013862609863,813.0532989501953,746.0890731811523,746.0890731811523,745.4513244628906,746.0890731811523,,,,,,,,,,877.785400390625,,903.6144561767578
686.6454467773438,690.0626373291016,686.6454467773438,686.3606872558594,702.3075714111328,,,,,,,,,,655.60595703125,,615.4539451599121,813.3654632568359,804.5380630493164,805.1075744628906,811.0874328613281,746.4480743408203,,,,,,,,,,873.7334747314453,,901.0699462890625
695.1101837158203,696.5917053222656,692.7397308349609,692.7397308349609,709.3328857421875,,709.3328857421875,,716.7405242919922,719.70361328125,719.70361328125,,,,,,619.8483924865723,812.6792907714844,806.7563781738281,753.153938293457,750.1924743652344,746.9348678588867,,773.2918701171875,,799.9450149536133,800.5373077392578,800.5373077392578,,,,,,900.0423889160156
694.1710662841797,,691.8624877929688,,708.0224761962891,,,,716.6796112060547,,,,,,,,,813.2232818603516,,807.4504699707031,,746.8359146118164,,,,801.1003723144531,,,,,,,,
701.9468536376953,711.9608612060547,697.5289001464844,714.6116333007812,715.4952239990234,,,,,,629.1979598999023,,,712.2553863525391,670.1376113891602,727.2764129638672,,811.0384063720703,791.299560546875,755.3571929931641,789.8265151977539,747.6973495483398,,,,,,892.9398498535156,,,841.6777801513672,871.1387634277344,883.2177429199219,
711.1693725585938,717.2206878662109,707.5385894775391,720.5489044189453,720.246337890625,,,679.702522277832,724.7848510742188,729.3233337402344,729.3233337402344,684.8461380004883,699.0667266845703,722.0617523193359,675.769157409668,740.2156982421875,,751.7371444702148,748.7138519287109,748.7138519287109,749.0161819458008,748.7138519287109,,,774.4118957519531,800.4122619628906,804.3425445556641,804.3425445556641,814.6217651367188,819.4590454101562,851.808349609375,874.1807556152344,888.0879364013672,
714.7043609619141,720.3872375488281,712.6106719970703,,726.9674072265625,,,,,,645.3134918212891,,,727.5655975341797,688.084587097168,746.7079010009766,,814.1339416503906,755.5785217285156,756.176025390625,,749.005973815918,,,,,,887.3282012939453,,,844.9054107666016,872.6893615722656,887.626953125,
720.2906799316406,722.32666015625,716.2187576293945,733.9607391357422,733.9607391357422,,,693.8231353759766,,,658.6300277709961,,,736.2875671386719,698.7676239013672,751.411865234375,,814.9993286132812,809.7552947998047,810.046630859375,794.3145217895508,749.1575469970703,,,776.8343963623047,,,883.1717987060547,,,850.542236328125,873.8490600585938,892.7858581542969,
728.0229187011719,728.0229187011719,725.5076446533203,724.3897399902344,,,,,,,,,,710.136474609375,746.7477874755859,754.2936401367188,754.01416015625,814.2745666503906,759.6936416625977,759.6936416625977,759.9735488891602,,,,,,,,,,873.6138153076172,844.5039978027344,894.3265686035156,892.9270477294922
726.2035522460938,,,725.6333389282227,738.4631805419922,,,,,,,,,710.5226364135742,,753.8589935302734,753.8589935302734,816.0877990722656,,,815.8031158447266,750.3236846923828,,,,,,,,,873.0264282226562,,892.6702728271484,891.816162109375
733.8082427978516,732.464241027832,728.701042175293,729.5074462890625,743.7538604736328,,,705.584228515625,,698.5954208374023,,,,720.9058380126953,753.161865234375,,754.5058746337891,819.1623229980469,811.9085845947266,812.7145690917969,748.2369003295898,751.4607925415039,,,778.3264770507812,,784.5055923461914,,,,873.4310150146484,846.2966766357422,,894.6549224853516
738.0121536254883,,751.6283340454102,736.4992446899414,713.0491561889648,,,,,,727.4217910766602,,,,755.9149017333984,,755.158447265625,820.8444366455078,,802.6748123168945,762.045539855957,782.7387084960938,,,,,,852.6412658691406,,,,846.8370819091797,,894.0276184082031
742.654655456543,,756.3212356567383,,754.4031219482422,,,,,,,,,761.1165313720703,,756.3212356567383,,819.4841918945312,,803.897575378418,,750.1837692260742,,,,,,,,,844.9023284912109,,894.06005859375,
745.3465118408203,761.400634765625,762.75732421875,725.2223358154297,760.9484100341797,,,,,,,,,,759.5917205810547,754.3910903930664,,821.3715209960938,804.8529891967773,804.6267013549805,786.7504653930664,750.3191757202148,,,,,,,,,,866.1752319335938,895.591796875,
750.9087905883789,757.3952560424805,768.6384429931641,749.6115036010742,765.8276519775391,,,,,,,,,,,,,820.1558380126953,807.8239517211914,805.2277679443359,817.5596466064453,748.7607879638672,,,,,,,,,,,,
749.3536148071289,756.8656311035156,767.5970840454102,750.8560180664062,766.3093032836914,739.0514297485352,,730.0370178222656,,,,,,,,,,819.8885803222656,804.4247055053711,805.0690307617188,746.6499176025391,748.7976684570312,763.1876754760742,,778.2220077514648,,,,,,,,,
776.0146026611328,772.6446380615234,772.223388671875,755.1628952026367,770.9596405029297,,,,,,,,,,,,,778.8650665283203,801.2409973144531,802.2964553833008,745.5122909545898,748.4675979614258,,,,,,,,,,,,
761.9875259399414,767.9717559814453,758.7816848754883,759.8502960205078,775.4520492553711,747.6681137084961,776.0932083129883,739.332935333252,,,,,,,,,,809.3094787597656,799.0526351928711,814.0105438232422,744.9905166625977,747.5547256469727,759.9484176635742,778.7526321411133,776.4021072387695,,,,,,,,,
765.5176086425781,,769.1688690185547,763.7993621826172,779.4783020019531,751.9864654541016,,,,,,,,,,,,816.2209320068359,,762.0203704833984,741.3725357055664,745.028923034668,758.3639755249023,,,,,,,,,,,
770.0475921630859,,765.7067794799805,768.0942230224609,783.7211303710938,756.5910873413086,,748.5605888366699,,,,,,,794.1390686035156,,787.8449020385742,814.5335540771484,,813.6646118164062,740.2386474609375,744.1489105224609,756.7486267089844,,773.2586059570312,,,,,,,846.2500915527344,,798.0235748291016
792.1195526123047,,777.2515258789062,772.441276550293,788.4025497436523,,,,,,,,,,801.5214004516602,,,771.5488204956055,,759.5023651123047,737.8187561035156,740.0090179443359,,,,,,,,,,843.8275146484375,,
775.7759475708008,751.6349754333496,790.3934020996094,772.8967437744141,787.7356796264648,759.3866577148438,,,,,793.4940872192383,,,782.8631973266602,801.4672470092773,758.2792739868164,789.2860260009766,810.4399108886719,773.2751083374023,793.1848297119141,738.3224868774414,741.6407775878906,755.135139465332,,,,,796.7243194580078,,,848.4895782470703,842.9591064453125,886.7604827880859,893.1758422851562
